,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
595,278852,St 18 / St 27,شارع 18 / شارع 27,40520,54.712296944,24.255498054999975
596,278853,St 77 / Emirates National School,شارع 77 / مدرسة الامارات الوطنية,12064,54.54896000000002,24.36397888900001
597,278854,Dhafeer E90 / Farms,ظفير ش 90 / مزارع,60908,53.77175,23.13213194399998
598,278855,Hazza Bin Sultan St 138 / Near Tahnoon Ibn Zayed Al Awwal St,شارع هزاع بن سلطان 138 / قرب شارع طحنون بن زايد الأول,92311,55.681086944000015,24.224623888999986
599,278856,St 6 / Al Reef School,شارع 6 / مدرسة الريف,28182,54.68026805599999,24.54054305599999
600,278857,St 7 / Stop 15072,شارع 7 / موقف 15072,15072,54.647683055000016,24.38894111100001
601,278858,Um Ghaffa St  / Playground Um Ghafa,شارع أم غافة / ملعب أم غافة,47048,55.92258194499999,24.094291109999972
602,278859,Corniche St / Emirates Palace Hotel,الراس الاخضر الكورنيش شارع 1 / قصر الامارات,109,54.320631945,24.460156110000014
603,278860,Eastern Ring Road / Sheikh Zayed Grand Mosque,الطريق الدائري الشرقي / مسجد الشيخ زايد الكبير,3901,54.478295,24.41424999999998
604,278861,Western Bainoona Group,مجموعة بينونة الغربية,40361,54.59140111099998,24.286996111000008
605,278862,Ghayathi Souq,غياثي السوق,80449,52.809531944000014,23.841579998999975
606,278863,St 7 / Abu Mousa Al Shaiery Mosque,شارع 7 / مسجد أبو موسى الأشعري,22364,54.76080111099998,24.66399888799998
607,278864,40th St  / Near St 11,شارع 40 / قرب الشارع رقم 11,94605,55.82395611099997,24.150343889
608,278865,Sultan Bin Zayed St / Hazaa Bin Zayed St,شارع سلطان بن زايد /  شارع هزاع بن زايد,419,54.37407388899999,24.474713888999986
609,278866,Mohammed Ibn Zayed Al Awwal St 132 / Saaed Traffic Systems,شارع محمد بن زايد الأول 132 / ساعد للأنظمة المرورية,92107,55.697758889,24.247093054999993
610,278867,St 8 / St 13,شارع 8 / شارع 13,40830,54.668236111,24.26600000000002
611,278868,Al Dheed St / Dayah St,شارع الديد / شارع الداية,3090,54.50660305600002,24.407744998999988
612,278869,Al Bateen St / Children’s Garden,شارع البطين / حديقة الأطفال,3004,54.33880499999998,24.468103054999972
613,278870,Gate Towers,أبراج البوابة,1082,54.40809888899997,24.495498887999986
614,278871,St 9 / Yas Kindergarden,شارع 9 / روضة ياس,22252,54.738503889000015,24.649603055
615,278872,Hamdan Ibn Mohammed St 127 / Al Jimi Mall,شارع حمدان بن محمد 127 / الجيمي مول,91603,55.72590500000001,24.241958055999987
616,278873,Bani Yas St 117 / Al Tafawuq School,شارع بني ياس 117 / مدرسة التفوق,91203,55.747391945000004,24.270096110999987
617,278874,Al Firdous St / Corniche Hospital,شارع الفردوس / مستشفى الكورنيش,1002,54.371593888999996,24.503828888999976
618,278875,Al Sila'a Tamm Center,السلع مركز تم,89228,51.76273694399998,24.061403050000024
619,278876,Corniche St / Corniche  Park,شارع الكورنيش / حديقة الكورنيش,142,54.37288388899998,24.507934999999975
620,278877,Jarrah E90-Access Rd,جرة ش 90/ مدخل,60836,54.097051110999985,23.057421110999996
621,278878,Street 2 / Abu Samra Petrol Station,الشارع 2 / محطة وقود أبوسمرة,42601,55.38868388899999,24.205518889000018
622,278879,Powerhouse Accommodation,سكن-محطة الطاقة-لكهرباء,66900,53.746403887999975,23.57000611000001
623,278880,19th St  / Al Neyadat Petrol Station,شارع 19 / محطة وقود (النيادات),94200,55.795590000000004,24.205008055000008
624,278881,St 1 / St 39,ش 1 / ش 39,95223,55.655173889000025,24.149736943999983
625,278882,Khalifa Ibn Zayed St 135 / Jordanian Society,شارع خليفة بن زايد 135 / الجمعية الأردنية,93042,55.68929194399999,24.208571111000026
626,278883,Al Adaed St / Arabian Community,شارع العديد / الحي العربي,29031,54.67310694499997,24.460453888000018
627,278884,St 85 / St 14,شارع 85 / شارع 14,12017,54.529828055999985,24.38310694500001
628,278885,St 3 /  ADNEC,ش 3 /مركز ابوظبي الدولي للمعارض,2462,54.43965111199998,24.418034999999975
629,278886,Al Mirfa Etisalat,اتصالات المرفأ,77215,53.48186611099999,24.095379998999988
630,278887,Al Karamah St / Abu Dhabi Golf and Equestrian Club,شارع الكرامة /  نادي أبوظبي للفروسية,2426,54.38614305599998,24.444891110000015
631,278888,St 42 / Construction Camp,شارع 42 /,40437,54.67980805600001,24.28126305500001
632,278889,Ghayathi Souq,غياثي السوق,80449,52.80928194500001,23.840844999000012
633,278890,Abu Al Abyad-ADNOC Fod,ابو الابيض - ادنوك للتوزيع,71018,53.90085499999998,24.041171943999984
634,278891,Stop 16904,,16904,54.60987388900003,24.41766305499999
635,278892,St 72 / Yas Kindergarden,شارع 72 / روضة ياس,22590,54.737495000000024,24.64979805500002
636,278893,Sultan Bin Zayed St / Abu Dhabi Men's College,شارع سلطان بن زايد / كلية أبو ظبي للطلاب,439,54.39617694399999,24.45208499900002
637,278894,Hamdan Ibn Mohammed St 127 / Hamad Marzouq Al Ameri Mosque,شارع حمدان بن محمد 127 / مسجد حمد مرزوق العامري,92229,55.666241945000024,24.228693055000008
638,278895,Stop 11522,موقف 11522,11522,54.46276305499998,24.347223054999972
639,278896,Airport St  / Al Ain International Airport,شارع المطار / مطار العين الدولي,96913,55.61659305500001,24.260338889000025
640,278897,St 19 / Mohamed Bin Al Qasem School,شارع 19 / مدرسة محمد بن القاسم,40128,54.662803888999974,24.370103889000006
641,278898,St 3 / Mosque,ش 3 / مسجد,92405,55.627078056000016,24.207648055999982
642,278899,St 28 / St 33,شارع 28 / شارع 33,10118,54.53843805600002,24.33651611099998
643,278900,Middle East  & Asia Learning Center,مركز الشرق الاوسط للتعليم,30720,54.68119999999999,24.371196111000017
644,278901,TAS-HEEL,تسهيل,66250,53.73230805600002,23.66147388899998
645,278902,Sabkhah E90 / Farms,الصبخة ش 90/ مزارع,60854,53.99254888899998,23.116631944000005
646,278903,St 6 / St 15,شارع 6 / شارع 15,11024,54.508141110999986,24.382025
647,278904,Service Rd  / AADC,شارع خدمات / شركة العين للتوزيع,42085,55.50838611099999,24.20911194400003
648,278905,St 26 / ADNOC,شارع 26 / أدنوك,16712,54.60510388900002,24.407041111000012
649,278906,Petroleum Institute,المعهد البترولي,287,54.500369999999975,24.41722611099999
650,278907,Stop 26641,موقف 26641,26641,54.68868611099998,24.569468055000016
651,278908,"Bida Mubarak, Bida Hazza",بدع مبارك، بدع هزاع,86287,52.687398056000006,23.787479999000027
652,278909,Shk Rashid Bin Saeed St / Al Tabbiyah Mosque,شارع الشيخ راشد بن سعيد / مسجد الطبية,215,54.367624999999975,24.473146944000007
653,278910,Um Ghaffa St  / Mezyad Health Center,شارع أم غافة / مركز مزيد الصحي,46012,55.839951111000005,24.087076110999988
654,278911,St 2 / Abu Dhabi Mall,شارع  2 /  أبوظبي مول,1015,54.38175000000001,24.496643888999984
655,278912,Shk Rashid Bin Saeed St / Rabdan St,شارع الشيخ راشد بن سعيد / شارع ربدان,265,54.43034111200001,24.428198888999987
656,278913,Al Yeef Farm 2,مزارع اليف 2,65306,53.781003054999985,23.16437000000002
657,278914,Sultan Bin Zayed St / Khalifa St,شارع سلطان بن زايد / شارع خليفة,401,54.36224805500001,24.491383887999973
658,278915,E11 Al Sila'a Rest Area,E11 استراحه السلع,80004,51.762063055,24.02013499399999
659,278916,Stop 26650,موقف 26650,26652,54.67861305600002,24.583588888999998
660,278917,Stop 25252,موقف 25252,25252,54.64664305500003,24.624043055000016
661,278918,Zayed Bin Sultan St  / Kholafaa Al Rashideen Mosque,شارع زايد بن سلطان / مسجد الخلفاء الراشدين,46157,55.84428194399999,24.035716944
662,278919,St 3 / Souq,شارع 3 / سوق,40014,54.607003889,24.314236111000014
663,278920,Emirates St 113 / Al Tafawuq School,شارع الإمارات 113 / مدرسة التفوق,91111,55.79349194399998,24.305786943999976
664,278921,"Facilities, Security Division",شعبة امن المرافق,66266,53.71685694400003,23.66202694399999
665,278922,Sultan Bin Zayed St / Shk Rashid Bin Saeed St,شارع سلطان بن زايد /  شارع راشد بن سعيد,477,54.44333999999998,24.42906111000002
666,278923,Um Ghaffa St  / Eid Prayer Ground - Um Ghafa,شارع أم غافة / مصلى العيد أم غافة,47060,55.92912999999999,24.093941110999992
667,278924,Shk Khalifa Bin Zayed Mosque,مسجد الشيخ خليفة بن زايد,25160,54.633866110999975,24.541896943999973
668,278925,Stop 28236,موقف 28236,28236,54.682556111,24.519698888999983
669,278926,Al Dhwaher Al Yeef turnoff,الظهوير - الليف نهاية الخط,65533,53.74225111099997,23.152156944000012
670,278927,Mohammed Ibn Khalifa St 120 / HIli School,شارع محمد بن خليفة 120 / مدرسة هيلي,91501,55.76750388900001,24.291003887999977
671,278928,Hospitality Camp,معسكر الضيافة,88293,52.68101499900001,24.089416109000013
672,278929,Al Rubban St / Al Khawarizmi Intl College,شارع الرُّبان / كلية الخوارزمي الدولية,28196,54.66712111099997,24.51657111100002
673,278930,St 6 / Stop 11016,شارع 6 / موقف 11016,11016,54.486098055000014,24.38109111099999
674,278931,Al Ain  Nahel St  / Farm,شارع العين ناهل / مزرعة,37013,55.70523694399998,24.407298055000012
675,278932,St 11 / St 14,شارع 11 / شارع 14,3520,54.490223888,24.398031944000024
676,278933,Daewoo Site Office,موقع مكتب دايو,88181,52.62508194399999,24.126993887000026
677,278934,E15-Farm No. 123,ش 15 - مزرعة رقم 123,80480,52.876665,23.746928887000024
678,278935,Near Street 46,قرب الشارع 46,43039,55.574418889000015,24.251843054999995
679,278936,St 15 / St 52,شارع  15  \   شارع 52,16152,54.56157694500001,24.412143055
680,278937,St 33 / St 24,شارع 33 / شارع 24,16195,54.594301944999984,24.409896111000023
681,278938,St 71 / St 64,قرب الشارع 62,95214,55.63324111100002,24.14491499899998
682,278939,Hazaa Bin Zayed St / Family Development Foundation,شارع هزاع بن زايد /  مؤسسة التنمية الأسرية,1107,54.357381111999985,24.45852000000002
683,278940,19th St  / Al Neyadat Petrol Station,شارع 19 / محطة وقود (النيادات),94200,55.79378000000003,24.20523111099999
684,278941,Al Rahah Boulevard / Al Bandar,الراحة بوليفارد / البندر,16020,54.59994611100001,24.448381111000003
685,278942,19th St / Al Eathaar KG,شارع 19 / روضة الإيثار,40124,54.65855111100001,24.36005499999999
686,278943,E15-Farmers Service Center,ش 15 - مركز خدمة المزارعين,80470,52.84019888900002,23.792704999000023
687,278944,Stop 1152,موقف 1152,1152,54.42504611099997,24.532623054999988
688,278945,St 16 / Souq,شارع 16 / سوق,16620,54.56600694399998,24.421373888000005
689,278946,St 14 / St 62,شارع 14 / شارع 62,40451,54.62777,24.303708055000016
690,278947,St 61 / St 4,شارع 61 / شارع 4,12110,54.550211945,24.341343888999972
691,278948,St 10 / St 5,شارع 10 / شارع 5,26612,54.689203889,24.564803055000027
692,278949,Nakheel Camp 2,معسكر غابات النخيل 2,66702,53.64433611200002,23.65467305499999
693,278950,Zayed bin Sultan St  / Al Daher Petrol Station,شارع زايد بن سلطان / محطة بترول الظاهر,46037,55.83053194399997,24.085083888999975
694,278951,St 19 / Al Arjwana Wedding Hall,شارع 19 / قاعة الارجوانة للافراح,40127,54.66149805499998,24.367398888000025
695,278952,St 43 / St 22,شارع 43 / شارع 22,40054,54.63830194500002,24.305299999
696,278953,Bida Al Muthawa School,مدرسة بدع المطاوعة,86293,52.57557805599998,23.78427694200002
697,278954,St 6/ Corniche St,شارع 6 / شارع الكورنيش,3432,54.33364611100001,24.466868888000022
698,278955,St 7 / St 12,شارع 7 / شارع 12,11548,54.47240499999998,24.36108999999999
699,278956,Shk Rashid Bin Saeed  St / Ministry of Information & Culture,شارع الشيخ راشد بن سعيد /,243,54.386505,24.453143888
700,278957,Service Rd  / Al Yahar  Pedestrian Underpass North,شارع خدمات / نفق المشاه شمال,43132,55.543486944999984,24.220371109999974
701,278958,St 64 / St 35,شارع 64 / شارع 35,25578,54.63889999999998,24.55970388899999
702,278959,Bainuna St / Zayed 1st St,شارع بينونة / شارع زايد الأول,3411,54.32972194400003,24.459214999999972
703,278960,Khaled Ibn Sultan St 147 / Indian School,شارع خالد بن سلطان 147 / المدرسة الهندية,93428,55.70831694499998,24.19734805600001
704,278961,Sultan Bin Zayed St / Masjid Mariam Bint Said,شارع سلطان بن زايد / مسجد مريم بنت سعيد,415,54.37221499999998,24.47658805499998
705,278962,Stop 30856,موقف 30856,30856,54.71800111099998,24.393701943999986
706,278963,St 17 / St 48,شارع 17 / شارع 48,22210,54.72347000000002,24.637373889000003
707,278964,St 9 / Al Rahba Souq,شارع 9 / سوق الرحبة,22242,54.727103055999976,24.637596110999993
708,278965,St 25 / Raja'a Bin Haywa Mosque,شارع 25 / مسجد رجاء بن حيوة,22432,54.772303056,24.67210388799998
709,278966,St 36 / St 17,شارع 17  / شارع 36,10074,54.53497611099999,24.330783054999984
710,278967,E45-Public  Garden,E45-الحديقة العامة,60502,53.71665611100002,23.624898055000017
711,278968,Sultan Bin Zayed St / Mohamed Bin Khalifa St,شارع سلطان بن زايد / شارع محمد بن خليفة,427,54.385080000000016,24.463083889000018
712,278969,Al Ittihad St 119 / Al Foaa Basic Education School,شارع الإتحاد 119 / مدرسة الفوعة للتعليم الأساسي,91003,55.79962111100002,24.341248887999996
713,278970,St 79 / E22,شارع 79 / E22,12046,54.545561110999984,24.374803054999973
714,278971,Al Khaleej Al Arabi St / Al Rawafed School,شارع الخليج العربي /  مدرسة الروافد,3011,54.35123694499998,24.461106943999994
715,278972,St 3 / St 18,شارع 3 \ شارع 18,16042,54.54980888900002,24.42596694399998
716,278973,Shk Rashid Bin Saeed St / Etisalat,الشيخ راشد بن سعيد  /  اتصالات,211,54.36104111100002,24.48019111100001
717,278974,10th St  / Labour Camp,شارع 10 / معسكر عمال,94362,55.81907111100003,24.154141944000003
718,278975,Service Rd  / Al Yahar  Pedestrian Underpass South,شارع خدمات / نفق المشاه جنوب,43216,55.54550305499998,24.218626110999992
719,278976,Camel Race-Market,سباق الهجن - سوق,66908,53.75288805500003,23.56341999900002
720,278977,St 9 / Rashid Bin Abdulla Mosque,ش 9 /  مسجد راشد بن عبدالله,92643,55.612663888999975,24.197021111000026
721,278978,Stop 26644,موقف 26644,26644,54.687503056000025,24.576901110999984
722,278979,St 33 / St 22,شارع 33 / شارع 22,25110,54.631298055,24.54409694399999
723,278980,Mezaira'a-Cheyya  Farms 1,مزيرعة / مزارع الشيه 1,65515,53.70073388899999,23.141459999000006
724,278981,St 32 / St 51,شارع 32 / شارع 51,10081,54.53518888799999,24.32357110999999
725,278982,Service Rd  / Al Yahar  Pedestrian Underpass North,شارع خدمات / نفق المشاه شمال,43132,55.54371305500001,24.219965000000002
726,278983,19th St  / Ibn Khaldoun School,شارع 19 / مدرسة ابن خلدون,94202,55.79660388899998,24.205060000000003
727,278984,2 St / Abdul Rahman Bin Aowf Mosque,شارع  2 /  مسجد عبدالرحمن بن عوف,2430,54.395586111,24.442666110999994
728,278985,St 36 / St 41,شارع 36 / شارع 41,40443,54.68277999999998,24.275993889000006
729,278986,Hazza Bin Sultan St 138 / Neima 1 Playground,شارع هزاع بن سلطان 138 / ملعب نعمة 1,94910,55.71336500000001,24.140358056000025
730,278987,Mezaira'a Bus Station,مزيرعة محطة الحافلات,65000,53.79597000000001,23.132731111
731,278988,Habshan BSS Tec. Camp,سكن عمال بي اس اس,66863,53.49712388900002,23.71400388799998
732,278989,E15-Mohammed Ahmed Mosque,ش 15 - مسجد احمد محمد,80484,52.89577111099999,23.72320194399998
733,278990,Stop 1153,موقف 1153,1153,54.421853055999975,24.533451943999978
734,278991,Khalifa Ibn Zayed St 135 / Maqam Palace East,شارع خليفة بن زايد 135 / قصر المقام شرق,93022,55.63876499999998,24.18783388899999
735,278992,Stop 40684,موقف 40684,40684,54.635098889000005,24.23709805499999
736,278993,Khalifa Ibn Zayed St 135 / UAE University,شارع خليفة بن زايد 135 / جامعة الإمارات العربية المتحدة,93036,55.67430388899999,24.20265611100001
737,278994,Khalifa Ibn Zayed St 135 / Abu Dhabi University,شارع خليفة بن زايد 135 / جامعة أبوظبي,93038,55.679959999999994,24.204673888000002
738,278995,Stop 26130,موقف 26130,26130,54.68811194400001,24.581381943999986
739,278996,E90 Incinerator,,60958,53.559621112,23.060238055000013
740,278997,Stop 29790,موقف 29790,29790,54.74640305600002,24.431696111000008
741,278998,Al Saad,السد,42620,55.46197805600002,24.21447611100001
742,278999,Shakhboot Ibn Sultan St 131 / Civil Defense Institute,شارع شخبوط بن سلطان  131  / معهد الدفاع المدني,90004,55.748789999999985,24.230611943999975
743,279000,St 5 / Abu Dhabi National Hotels,شارع 5 /  شركة أبوظبي الوطنية للفنادق,3135,54.446831943999996,24.421896111000024
744,279001,Shakhboot Ibn Sultan St 131 / Emirates Intl Hospital,شارع شخبوط بن سلطان  131  / مستشفى الإمارات الدولي,91801,55.721884999999986,24.231496110000023
745,279002,Al Ain Dubai St   / Farm,شارع العين دبي / مزرعة,32061,55.709421944999974,24.640649999999994
746,279003,Hevey Vehicle Parking,موقف السيارات الكبيرة,66410,53.73090388899999,23.634343054999988
747,279004,E15-Ubaid Market,ش 15 - محلات عبيد,80486,52.90557000000001,23.70266499799999
748,279005,St 15 / Al Mottaqein Mosque,شارع 15 / مسجد المتقين,95300,55.680741943999976,24.12630611100002
749,279006,Zayed Al Awwal St 130 / Al Qalaa Petrol Station,شارع زايد الأول 130 / محطة وقود القلعة,91909,55.719761112000015,24.24544111
750,279007,St 7 / St 16,شارع 7 \ شارع 16,11554,54.472941945,24.34720805500001
751,279008,St 13 / Al Yarmouk School,شارع 13 / مدرسة اليرموك,755,54.373245,24.489043889000015
752,279009,Nhayyan Al Awwal St 153 / Bin Amer Mosque,شارع نهيان الأول 153 / مسجد إبن عامر,95412,55.68704500000001,24.139726110000026
753,279010,St 3 / ADNEC,شارع 3 / أدنك,2460,54.44011499999999,24.420836943999973
754,279011,Al Salam St 145 / Danat Al Ain Resort,شارع السلام 145 / منتجع دانات العين,90620,55.80471305499998,24.207238055000005
755,279012,Presidential Flight,طيران الرئاسة,17216,54.62359611099998,24.437598055000024
756,279013,Khalifa Park,منتزة خليفة,3321,54.472849999999994,24.421946944000013
757,279014,Al Baladiyya St 124 / Qattara Oasis West,شارع البلدية 124 / واحة القطارة غرب,91701,55.740396944,24.263343888999998
758,279015,E90-Qasr Al Sarab Gate,ش 90/بوابة قصر السراب,60815,54.27232500000002,22.943333888999973
759,279016,Al Baladiyya St 124 / Al Ain Police Directorate North,شارع البلدية 124 / مديرية شرطة العين (شمال),90900,55.73872,24.234241111000017
760,279017,Al Sirdal St / Deerfields Townsquare,شارع السِّردال/ ديرفيلدز تاون سكوير,28171,54.670783055000015,24.525578888999974
761,279018,St 66 / St 33,شارع 66 / شارع 33,10086,54.530943889000014,24.318701110000006
762,279019,Hamdan St / Iraq Embassy,شارع حمدان /  سفارة جمهورية العراق,502,54.34877305499998,24.47858610999998
763,279020,St 25 / St 8,شارع 25 / شارع 8,15112,54.63540305499998,24.36519611099999
764,279021,St 21 / Al Morjan Kindergarden,شارع 21 / روضة المرجان,22300,54.759754999999984,24.674511944000017
765,279022,Sultan Ibn Zayed Al Awwal St 143 / Saeed Ahmad Al Dahri Mosque,شارع سلطان بن زايد الأول  143  / مسجد سعيد أحمد الظاهري,90600,55.73492805500001,24.212051110999994
766,279023,St 18 / Marina Mall,شارع 18 /  مركز المارينا,3401,54.323128888999975,24.476006111000004
767,279024,Al Sirdal St / Al Wishar St,شارع السِّردال / شارع الوِشار,28168,54.66790111099999,24.522099998999977
768,279025,Emirates St 113 / Al Foaa Police School,شارع الإمارات 113 / مدرسة الشرطة (الفوعة),91101,55.804881110999986,24.338046109999993
769,279026,St 22 / Safana School,شارع 22 /مدرسة سفانة بنت حاتم الطائي,40426,54.64469805499999,24.302901110999983
770,279027,Cargo Terminal,مبنى الشحن,17204,54.65203888899998,24.42214694500001
771,279028,Al Mariya Farms 1,مزارع المارية 1,65505,53.681793889000005,23.12340694400001
772,279029,Mezaira'a-Rest House,مزيرعة / استراحة,65543,53.75896999999998,23.114861943999983
773,279030,Service Rd  / Sweihan Boys' School,شارع خدمات / مدرسة سويحان,38013,55.33027611099999,24.464875000000006
774,279031,Zayed Al Awwal St 130 / Bader Mosque,شارع زايد الأول 130 / مسجد بدر,91901,55.720306945000004,24.26967111099998
775,279032,Presidential Flight,طيران الرئاسة,17216,54.622495000000015,24.43860388799999
776,279033,Street 17 / Remah Wedding Hall,الشارع 17 / صالة أفراح رماح,41004,55.333471111999984,24.194171111000003
777,279034,Liwa-Old Police Station,ليوا-مركز الشرطة القديم,60914,53.75312500000001,23.121421111000018
778,279035,Police Station,مركز الشرطة,19338,54.602044999999976,24.493014999000025
779,279036,Al Ain St 118 / Al Ain Palace Museum,شارع العين 118 / متحف قصر العين,90522,55.759526111000014,24.217338055000027
780,279037,E90 Wadhin Farms,,60831,54.12778611099998,23.027601944000025
781,279038,Al Karamah St / Delma St,شارع الكرامة / شارع دلما,2412,54.37061499999999,24.46123194400002
782,279039,E11-Ghewifat Rest Area,ش11- استراحة مركز الغويفات,80001,51.62944888800001,24.124236102999987
783,279040,Shakhboot Ibn Sultan St 131 / Airport Roundabout West,شارع شخبوط بن سلطان  131  / دوار المطار غرب,92617,55.671321111,24.213523054999996
784,279041,Al Wathba ADNOC,أدنوك الوثبة,40675,54.656920000000014,24.227048889000002
785,279042,St 77 / St 26,شارع 77 / شارع 26,12060,54.54176805600002,24.363561944000026
786,279043,Salama Bint Butti St / Al Karamah St,شارع سلامة بن بطي / شارع الكرامة,2303,54.402303055999994,24.43180305499999
787,279044,Hamdan St / Iraq Embassy,شارع حمدان /  سفارة جمهورية العراق,502,54.34903111099999,24.478461111
788,279045,Al Ain Street / Al Fattim Show Room,ش العين / معرض  الفطيم,94540,55.76251305599999,24.186154999999985
789,279046,Al Sirdal St / Breej St,شارع السِّردال / شارع بريج,28175,54.674498055000015,24.53049694499998
790,279047,Shakhboot Ibn Sultan St 131 / Al Ain Co-op Al Bateen,شارع شخبوط بن سلطان  131  / جمعية العين التعاونية البطين,92621,55.66199,24.209933055000022
791,279048,Tharwaniyah Village,الثروانية قرية,60848,54.010088888999974,23.08662694399999
792,279049,St 10 / St 51,شارع 10 / شارع 51,28312,54.69123194399998,24.53869388800001
793,279050,St 51 / St 36,شارع 51 / شارع 36,28756,54.69139999999999,24.532746110999994
794,279051,Mubarak AL Mansoori Mosque,مسجد مبارك المنصوري,12540,54.57393999999999,24.328103054999985
795,279052,Shk Rashid Bin Saeed St / Hazaa Bin Zayed St,شارع الشيخ راشد بن سعيد / شارع هزاع بن زايد,219,54.37130388899999,24.469251944000007
796,279053,Institute of Applied Technology,معهد التكنولوجيا التطبيقية,94648,55.823368055,24.13286694499999
797,279054,St 5 / Police Station,شارع 5 / مركز الشرطة,16055,54.581201110999984,24.434603055000025
798,279055,St 55 / Healthcare Center,شارع 55 / مركز الصحي,12122,54.558023889000026,24.332058055999994
799,279056,33 St / 34 St,شارع 33 / شارع 34,16186,54.58199000000002,24.406378055999994
800,279057,E15-Ghayathi Mubarak Shabiya,غياثي - ش 15- شعبية مبارك,80435,52.805776111,23.881463054999983
801,279058,St 16 / St 17,شارع  16  \ شارع 17,16628,54.570494999999994,24.408008054999982
802,279059,Al Khaleej Al Arabi St / Al Khalidiya Public Garden,شارع الخليج العربي /  حديقة الخالدية العامة,3005,54.343681944000025,24.46868611000002
803,279060,Al Shuwaib Al Khadar St E55  / Al Ketbi Mosque,شارع الشويب الخضر إ55 / مسجد الكتبي,34024,55.68017305500001,24.668661111000006
804,279061,Al Falah Dr / Stop 29606,درب الفلاح / موقف 29606,29606,54.739228056,24.441363889
805,279062,Stop 25260,موقف 25260,25260,54.66069888800001,24.636401944
806,279063,Mafraq Dental Center,مركز المفرق لطب الأسنان,15484,54.61835888899998,24.329049999999995
807,279064,Braka Interchange,جسر براكه,80018,52.189896944,23.949219997
808,279065,St 47 / Makani Mall,ش 47 / مكاني مول,95629,55.702196945000026,24.10894000000002
809,279066,Shk Rashid Bin Saeed St / Delma St,شارع راشد بن سعيد / شارع دلما,233,54.378856111000005,24.461753889000022
810,279067,55th S t/  8 St,شارع 55 / شارع 8,12125,54.56497611200001,24.332671111000025
811,279068,Emirates Auto Museum,الإمارات متحف السيارات,60803,54.41723388899999,24.09892000000002
812,279069,Madinat Zayed Bus Station,محطة حافلات  مدينة زايد,60000,53.70655111100001,23.65060805500002
813,279070,Al Rahah Boulevard Stop / 16018,الراحة بوليفارد موقف 16018,16018,54.587006110999994,24.44518499999998
814,279071,Tawam St 144 / Al Ain Sports and Cultural Club Zakhir,شارع توام  144  / نادي العين الرياضي الثقافي زاخر,95130,55.69361888899999,24.140198054999985
815,279072,Stop 30854,موقف 30854,30854,54.71740194400002,24.39730194399999
816,278491,Zayed 1st St / Masjid Afra Bint Ahmed,شارع زايد الاول / مسجد عفراء بنت محمد,743,54.372095,24.49237611000001
817,278492,Hazza Bin Sultan St 138 / Near St 16,شارع هزاع بن سلطان 138 / قرب شارع 16,94902,55.71172888900003,24.159403054999984
818,278493,Tarif Bus Station,طريف محطة الحافلات,76000,53.730736111,24.005926111000008
819,278494,Hamdan Ibn Mohammed St 127 / National Media Council,شارع حمدان بن محمد 127 / المجلس الوطني  للإعلام,91613,55.747749999999996,24.240898055000002
820,278495,Hazza Bin Sultan St 138 / Near St 88,شارع هزاع بن سلطان 138 / قرب شارع 88,94928,55.722204999999974,24.096503055000028
821,278496,Service road / Fort Block Factory,شارع خدمة / مصنع القلعة للطابوق,48206,55.63763,24.066070000000025
822,278497,Ali Ibn Abi Taleb St 133 / Abu Dhabi Tourism Authority,شارع علي بن أبي طالب 133 / هيئة أبوظبي للسياحة,90216,55.76076111100002,24.22759000000002
823,278498,New Mubarak Shabiya R/A,دوار غياثي شغبية مبارك الجديد,86002,52.80198888899997,23.909633053999983
824,278499,Mosque,مسجد,21038,54.669518055000026,24.701889999000002
825,278500,Saif Ghobash St / Zayed Sports Stadium,شارع سيف غباش / استاد مدينة زايد الرياضية,2479,54.457944999999995,24.418728887999976
826,278501,Stop 25350,موقف 25350,25350,54.69285805599998,24.63420388899999
827,278502,Al Khaleej Al Arabi St / St 5,شارع الخليج العربي /  شارع 5,3033,54.36914999999999,24.442526944000008
828,278503,Hazzaa Ibn Sultan St  / Souq,شارع هزاع بن سلطان / سوق,51049,55.43087000000003,23.413583055999993
829,278504,Al Ain  Nahel St E95  / Gate No. 10-10,شارع العين ناهل إ95 / بوابة رقم 10-10,31001,55.56609194499998,24.512021111000024
830,278505,Access Road / Farms,مخرج / مزارع,41101,55.349535,24.199263055000017
831,278506,St 16 / St 7,شارع 16 / شارع 7,11182,54.470261944000015,24.344368055000018
832,278507,Civil Defense,دفاع المدني,66504,53.71781305500002,23.618446944000027
833,278508,St 27 / Al Muhajireen Mosque,شارع 27 / مسجد المهاجرين,24230,54.706968055999994,24.613121110999998
834,278509,St 40 / St 25,شارع 40 / شارع 25,15516,54.62170500000002,24.35093999999998
835,278510,St 6 / Al Bateen Clinic,شارع 6 / عيادة البطين,3440,54.34248888899998,24.461103888000025
836,278511,St 28 / Stop 10136,موقف 10136,10136,54.547726110999974,24.308316944000012
837,278512,Yas Leisure Drive / Gateway Park South 2,درب ياس الترفيهي / بوابة منتزه ياس جنوب 2,19502,54.621579999999994,24.483926944000018
838,278513,Khattam Al Shikhla St / Al Ain Sportplex,خطم الشكله/ مركز الهواه,94012,55.86653388799999,24.198683055000004
839,278514,St 29 / Farm,ش 29/ مزارع,47064,55.938514999999995,24.08611194399998
840,278515,Al Reem Shams,الريم شمس,1098,54.40731305600002,24.51114805499998
