,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
2329,280392,Near St No. 21,قرب الشارع 21,56104,55.566401944999996,24.00107194399999
2330,280393,Stop 23124,موقف23124,23124,54.68986111100003,24.660199998999985
2331,280394,St 1 / St 46,قرب الشارع 39,95222,55.651250000000005,24.146368887999984
2332,280395,St 26 / St 22,شارع 26 / شارع 22,16708,54.60140388899998,24.416196110999977
2333,280396,Street 14 / Farms,الشارع 15 / مزارع,41002,55.331818054999985,24.18581111100002
2334,280397,E11 Mirfa ADNOC FOD,المرفا ش 11 ادنوك للتوزيع,80049,53.41981111199999,24.061474998999984
2335,280398,Khattam Al Shikhla St / ADNOC,خطم الشكله / ادنوك,94014,55.87470111099998,24.198048888000017
2336,280399,Al Falah Dr / Malad St,درب الفلاح / شارع ملد,29400,54.721206111000015,24.448541944
2337,280400,St 1 / St 58,ش 1 / ش 58,95221,55.646124999999984,24.142613889000017
2338,280401,St 18 / St 15,شارع 18 / شارع 15,40514,54.69249500000001,24.263198054999975
2339,280402,St 5 / Abu Dhabi National Hotels,شارع 5 /  شركة أبوظبي الوطنية للفنادق,3135,54.446775,24.421534999000016
2340,280403,St 8 / St 11,شارع 8 / شارع 11,11066,54.49617611100001,24.372905000000003
2341,280404,Sultan Bin Zayed St / Shk Rashid Bin Saeed St,شارع سلطان بن زايد /  شارع راشد بن سعيد,477,54.443643888999986,24.427898888000016
2342,280405,Liwa Dates festival ground,ليوا-ارض مهرجان تمور,60406,53.795211944000016,23.145236110999974
2343,280406,Nhayyan Al Awwal St 153 / Laith Bin Abi Saleem Mosque,شارع نهيان الأول 153 / مسجد ليث بن أبي سليم,95422,55.70207111100001,24.157936944000028
2344,280407,Hamdan Ibn Zayed Al Awwal St 125 / Sheikh Mubarak Roundabout East,شارع حمدان بن زايد الأول 125 / دوار الشيخ مبارك (شرق),91413,55.74128111099998,24.247153889000003
2345,280408,Um Ghaffa St  / Near St 1,شارع أم غافة / قرب الشارع  رقم 1,46036,55.85796388900002,24.090978054999994
2346,280409,St 22 / St 43,شارع 22 / شارع 43,40425,54.642096944,24.30480305499998
2347,280410,St 19 / St 8,شارع 19 / شارع 8,40117,54.64410194499999,24.33839611100001
2348,280411,St 2 / St 17,شارع 2 / شارع 17,28864,54.662901944,24.543499999000005
2349,280412,Mawgab St / Vehicles and Drivers Licensing Department,شارع موقب / إدارة ترخيص الآليات والسائقين,2705,54.42103500000002,24.434804999999983
2350,280413,Shakhboot Ibn Sultan St 131 / Hajer School,شارع شخبوط بن سلطان  131  / مدرسة هاجر,90006,55.75398888799998,24.230968055000005
2351,280414,Marwan Girls  School,مروان-مدرسة البنات,65541,53.74392694400001,23.124226110999984
2352,280415,Stop29714,موقف 29714,29714,54.738198888,24.438001944000007
2353,280416,Fish Market,سوق السمك,147,54.374028055999986,24.514560000000017
2354,280417,St 9 / St 8,شارع 9 \ شارع 8,11592,54.48156111100002,24.37420388800001
2355,280418,Gayathi Wedding Hall,صالة افراح غياثي,86273,52.79586611100001,23.828073887000016
2356,280419,St 60 / St 17,شارع 60 / شارع 17,40030,54.629443889000015,24.320001944000012
2357,280420,Service road / Al Masood Workshop,شارع خدمة / ورشة المسعود,48302,55.64422000000002,24.071121944000026
2358,280421,St 12 / St 39,شارع 12 / شارع 39,16582,54.54848305600001,24.415551111000013
2359,280422,Street 72 / Al Yahar North Interchange,شارع 72 / نقطة تبادل اليحر شمال,43002,55.559466111000006,24.226361111000017
2360,280423,Corniche St / Commercial International Bank,شارع الكورنيش /  بنك التجاري الدولي,123,54.337921111000014,24.47138305499999
2361,280424,St 2 / Zayed 1st St,شارع 2 / شارع زايد الأول,1017,54.379880000000014,24.498753889
2362,280425,Tawam St 144 / Al Zaydiya School for Secondary Education,شارع توام  144  / مدرسة الزايدية للتعليم الثانوي,95132,55.69803611100002,24.13664
2363,280426,Al Shuwaib Al Khadar St E55  / Al Ketbi Mosque,شارع الشويب الخضر إ55 / مسجد الكتبي,34024,55.68067694400003,24.668668889000003
2364,280427,Hazza Bin Sultan St 138 / Jabel Hafet Roundabout,شارع هزاع بن سلطان 138 / دوار جبل حفيت,94926,55.720556945,24.101318889000027
2365,280428,Arrada Rd. Al Hadba,طريق عرادة-الحدبة,60974,53.472233888999995,23.009326111000007
2366,280429,AD Islamic Bank,مصرف ابوظبي الاسلامي,66532,53.71038805500001,23.639103888000022
2367,280430,Al Salam St 145 / Danat Al Ain Resort,شارع السلام 145 / منتجع دانات العين,90620,55.804869999999994,24.20701999900001
2368,280431,St 16 / ICAD Residential City Gate 2,شارع 16 / بوابة مدينة ايكاد السكانية (2,11190,54.48959888899998,24.345108055000026
2369,280432,Harmiya Rd - Harmiya 1,طريق الهرمية - الهرمية 1,77111,53.35352305599997,24.09946610999998
2370,280433,Stop 10170,موقف 10170,10170,54.577441110999985,24.309216944000013
2371,280434,Habshan Camp1,معسكر حبشان 1,66861,53.48516611100001,23.702723889000026
2372,280435,Yas Leisure Drive / Marina Circuit North,درب ياس الترفيهي / حلبة مرسى ياس  شمال,19604,54.60380611099998,24.47852499999999
2373,280436,St 15 / HCT,كلية التقنية العليا للبنات,16173,54.59669805599998,24.421796943999993
2374,280437,32nd St  / Al Ain Municipality (Sweihan),شارع 32 / سويحان- بلدية العين,38025,55.32872694500003,24.466951944000016
2375,280438,St 23 / St 28,شارع 23 / شارع 28,24214,54.69810194500002,24.593296109999983
2376,280439,Shk Rashid Bin Saeed St / Sultan Bin Zayed St,شارع الشيخ راشد بن سعيد / شارع سلطان بن زايد,272,54.44320388900002,24.42605500000002
2377,280440,JD-Labour Camp,جبل الظنة معسكر العمال,88117,52.57938888799998,24.17483888700002
2378,280441,St 1 / St 46,قرب الشارع 39,95222,55.65106111199998,24.145701110999994
2379,280442,St 6 / ADMA,شارع 6 / أدما العاملة,11022,54.50323194499998,24.382078888000024
2380,280443,Stop 40680,موقف 40680,40680,54.641051945000015,24.234046944
2381,280444,Al Nawkhadhah St / Al Boom St,شارع النوخذة / شارع البوم,28122,54.669698056000016,24.534899999999993
2382,280445,Sultan Bin Zayed St / EIBFS,شارع شلطان بن زايد /   معهد الامارات للدراسات المصرفية والمالية,433,54.38950305499998,24.45839000000001
2383,280446,Stop 23012,موقف 23012,23012,54.684501943999976,24.655501110999978
2384,280447,St 18 / Marina Mall,شارع 18 /  مركز المارينا,3401,54.322371110999995,24.474601944000028
2385,280448,E15-Farm No. 123,ش 15 - مزرعة رقم 123,80480,52.87668499900002,23.746874999
2386,280449,Um Ghaffa St  / Near St 1,شارع أم غافة / قرب الشارع  رقم 1,46036,55.860810000000015,24.091861944000016
2387,280450,10th St  / Al Faqa Park,شارع 10 / حديقة الفقع,34000,55.620661944000005,24.712968889000024
2388,280451,Civil Defence,الدفاع المدني,30220,54.71970611199998,24.391668888000027
2389,280452,St 24 / Al Taweela School,شارع 24 / مدرسة الطويلة,22624,54.75520499999999,24.671496944000012
2390,280453,St 77 / Emirates National School,شارع 77 / مدرسة الامارات الوطنية,12064,54.54992611099999,24.363921111000025
2391,280454,St 22 / Safana School,شارع 22 /مدرسة سفانة بنت حاتم الطائي,40426,54.64389888900001,24.303096111000002
2392,280455,Service Rd  / Alia Souq,شارع خدمات / سوق عالية,43252,55.53217999999998,24.19763499999999
2393,280456,Baniyas Sport Stadium,استاد نادي بني ياس الرياضي,30240,54.682939999999974,24.350746110999978
2394,280457,St 14 / Masjid Abdullah Bin Al Rabie,شارع 14 / مسجد عبدالله بن الربيع,40457,54.647876111000016,24.290718888000015
2395,280458,Khalifa Ibn Zayed Al Awwal St 122 / Emirates Motor Company,شارع خليفة بن زايد الأول 122 / شركة الإمارات للسيارات,94714,55.75597388900002,24.184953888999985
2396,280459,St 10 / St 13,شارع 10 / شارع 13,26610,54.68811888900001,24.56454500000001
2397,280460,Al Rahman Mosque,مسجد الرماح,40677,54.66282805600002,24.22697611000001
2398,280461,Al Shuwaib Al Khadar St  / Gate No 3,شارع الشويب الخضر إ55 / بوابة رقم 3,34048,55.728891110999996,24.691218889000027
2399,280462,31st St  / Power Station,شارع 31 / محطة الكهرباء,43024,55.57260888899998,24.23703111100002
2400,280463,Camel Race 2,ميدان سباق الهجن 2,66912,53.75816111099999,23.549048055000014
2401,280464,55th St  / Atfal Hilal Kindergarten,شارع 55 / روضة أطفال الهلال,31036,55.494111944999986,24.51307194499998
2402,280465,Al Yeef Farms 4,لمزارع اليف 4,65314,53.76111305500001,23.15786194399999
2403,280466,Al Jaber Accommodation Complex (AJAC),مدينة الجابر السكنية,40350,54.610900000000015,24.28049888800001
2404,280467,St 1 / Mussalah Eid Mosque,شارع 1 / مصلى العيد,28190,54.68249694399998,24.538901109999983
2405,280468,MASDAR Institute,معهد مصدر,17052,54.616673056000025,24.434216110000023
2406,280469,Shakhboot Ibn Sultan St 131 / Civil Defense Institute,شارع شخبوط بن سلطان  131  / معهد الدفاع المدني,90004,55.74930499999999,24.231603888999985
2407,280470,Service road / Losant Steel,شارع خدمة / لوسنت للحديد,48212,55.623843889,24.057168054999977
2408,280471,St 2 / Mubarak Al Mansoori Mosque,شارع 2 / مسجد مبارك المنصوري,12530,54.573046111,24.327583887999992
2409,280472,Nhayyan Al Awwal St 153 / Men's Higher Colleges of Technology,شارع نهيان الأول 153 / كلية التقنيا العليا (رجال),93802,55.72066000000001,24.174575000000004
2410,280473,Stop 16715,موقف 126715,16715,54.592401945000006,24.43149888900001
2411,280474,1st St  / Near St 10,شارع 1 / قرب الشارع رقم 10,91557,55.766306111000006,24.297968055000013
2412,280475,St 16 / St 7,شارع 16 / شارع 7,11182,54.47045694399998,24.344676111000012
2413,280476,Abdulla Bin Al Jubair Mosque,ش 15 -مسجد عبدالله بن جبير,80455,52.81006694400003,23.832178054999986
2414,280477,St 42 / St 41,شارع 42 / شارع 41,40438,54.68300111100001,24.280896944000006
2415,280478,40th St  / Near St 30,شارع 40 / قرب الشارع رقم 30,94610,55.834763054999996,24.15113888899998
2416,280479,St 12 / St 15,شارع 12 / شارع 15,28898,54.66931694499999,24.547319999000024
2417,280480,Khaled Ibn Sultan St 147 / Hilton Hotel,شارع خالد بن سلطان 147 / فندق هيلتون,94002,55.78384,24.205738887999985
2418,280481,Al Jabanah E90-Access Rd,الجبانة ش 90 / مدخل,60838,54.07995,23.057231944000023
2419,280482,St 15 / Emirates Transport,شارع 15 / مواصلات الامارات,11704,54.51084500000002,24.370873055000004
2420,280483,St 44 / St 27,شارع 44 / شارع 27,24570,54.70193805500003,24.600146111000015
2421,280484,St 40 / St 21,شارع 40 / شارع 21,15514,54.619698055000015,24.351996111000005
2422,280485,Hazza Bin Sultan St 138 / Water Pumping Station Al Dahmaa,شارع هزاع بن سلطان 138 / محطة ضخ المياه الدهماء,92303,55.673098055000025,24.25233194399999
2423,280486,St 7 / St 14,شارع 7 \ شارع 14,11552,54.47275000000002,24.352316943999995
2424,280487,"Bida Mubarak, Bida Hazza",بدع مبارك، بدع هزاع,86287,52.684548887999995,23.787304999000014
2425,280488,St 5 / St 60,شارع 5 / شارع 60,40024,54.621969999999976,24.324543887999994
2426,280489,Omar Ibn Al Khattab St 106 / Sarooj Water Pumping Station,شارع عمر بن الخطاب 106 / مضخة مياه الصاروج,94301,55.78759611100003,24.207388888000025
2427,280490,Petroleum Institute - Arzanah Building,المعهد البترولي - مبنى أرزنة,285,54.497168054999975,24.41983499899999
2428,280491,Al Mariya Farms 2,مزارع المارية 2,65507,53.68447694399998,23.12824611000002
2429,280492,Al Ain Dubai St   / Farm,شارع العين دبي / مزرعة,36001,55.76241194400001,24.51885805500001
2430,280493,Hamdan Ibn Mohammed St 127 / Centre for Rehabilitation of the Disabled,شارع حمدان بن محمد 127 / مركز تأهيل  المعاقين,92221,55.686346945000025,24.236366943999997
2431,280494,Nhayyan Al Awwal St 153 / Zakhir Eid Prayer Ground,شارع نهيان الأول 153 / مصلى العيد زاخر,95426,55.70722388899998,24.163603056
2432,280495,Abu Awanah E90 / Farms,ابوعوانة ش 90 / المزارع,60818,54.238558055,22.967193054999996
2433,280496,St 15 / St 30,شارع  15 \ شارع 30,16149,54.557098887999985,24.410901110999987
2434,280497,Al Falah St / Zayed Al Thani School,شارع الفلاح / مدرسة زايد الثاني,909,54.35388611100001,24.466748054999982
2435,280498,St 15 / St 8,شارع 15 / شارع 8,11702,54.510701111,24.374871111000004
2436,280499,Asfaq Company,شركة الاشفاق,66880,53.52607611100001,23.741431944
2437,280500,E11 Baynoonah Palace,,80038,52.962181945,24.09958805399998
2438,280501,Zayed Ibn Sultan St 137 / Al Ain National Museum,شارع زايد بن سلطان 137 / متحف العين الوطني,90120,55.77544888900002,24.218781944
2439,280502,Mohammed Ibn Khalifa St 120 / Veterinary hospital,شارع محمد بن خليفة 120 / المستشفى البيطري,91509,55.75837000000001,24.26938888799998
2440,280503,55th St  / Mosque,شارع 55 / مسجد,31048,55.500311110999974,24.514581943999985
2441,280504,Hamdan St / Al Hosn Palace,شارع حمدان / قصر الحصن,507,54.354193054999996,24.483179999000015
2442,280505,Police Station farms,مركز شرطة المزارع,60912,53.754941943999995,23.126286111000013
2443,280506,Stop 16802,موقف 16802,16802,54.60140305599998,24.441896944000007
2444,280507,Sultan Bin Zayed St / Abu Dhabi Cooperative Society,شارع سلطان بن زايد /  جمعية أبوظبي التعاونية,473,54.44062694399997,24.432123889000025
2445,280508,E45-WRD Council,مجلس تنمية المنطقة الغربية,60106,53.698410000000024,23.6678
2446,280509,St 25 / St 20,شارع 25 / شارع 20,22434,54.774131110999974,24.674268055000027
2447,280510,St 36 / St 59,شارع 36 / شارع 59,10069,54.53467999999998,24.337109999999996
2448,280511,Million Street,شارع المليون,66931,53.754083889000015,23.565743054999984
2449,280512,Mezaira'a TAMM Center,مزيرعة مركز تم,60894,53.80001499999997,23.13152500000001
2450,280513,Stop 16215,موقف 16215,16215,54.59300111099998,24.433596110999986
2451,280514,St 4 / Souq Al Balshaar,شارع 4 / سوق آل بوشعر,40465,54.659416944999975,24.27452888900001
2452,280515,Park Road  / Ain Al Faydah,شارع الحديقة / العين الفايضة,95800,55.71234500000003,24.091363054999988
2453,280516,Mohammed Ibn Zayed Al Awwal St 132 / Tawayya Park East,شارع محمد بن زايد الأول 132 / حديقة الطوية شرق,92109,55.701473056,24.24410499999999
2454,280517,St 15 / Social Support Center,شارع 15 / مركز الدعم الاجتماعي,16160,54.574598889000015,24.41580194400001
2455,280518,Mousal E90 / Access Rd,موصل ش 90 / مدخل,60826,54.17152694499998,23.010323889000006
2456,280519,Khaled Ibn Sultan St 147 / Manasir Girls' School,شارع خالد بن سلطان 147 / مدرسة المناصير بنات,93436,55.7294,24.206783888000018
2457,280520,St 8 / St 9,شارع 8 / شارع 9,11064,54.486321944,24.37271388900001
